2n1c1m;2n1c2m;2n1c3m;2n2c1m;2n2c3m;2n2c5m;4n1c1m;4n1c4m;4n1c6m;4n2c2m;4n2c6m;4n2c10m;4n3c2m;4n3c8m;4n3c13m;4n4c3m;4n4c10m;4n4c16m;5n1c1m;5n1c5m;5n1c8m;5n2c2m;5n2c8m;5n2c12m;5n3c3m;5n3c10m;5n3c16m;5n4c3m;5n4c13m;5n4c20m;5n5c4m;5n5c15m;5n5c24m;6n1c2m;6n1c6m;6n1c10m;6n2c2m;6n2c9m;6n2c15m;6n3c3m;6n3c12m;6n3c20m;6n4c4m;6n4c15m;6n4c24m;6n5c5m;6n5c18m;6n5c29m;6n6c6m;6n6c21m;6n6c34m;3n1c1m;3n1c3m;3n1c5m;3n2c1m;3n2c5m;3n2c7m;3n3c2m;3n3c6m;3n3c10m
;;;;;;;;;;;;;;;;;;15386;52004;35892;29250;82762;55984;43732;106188;79042;43882;119242;101858;58498;114258;113712;30884;33044;26914;24596;78798;53024;36892;96886;62002;48622;85270;74164;60338;72422;78564;72530;85888;63248;;;;;;;;;
;;;;;;;;;;;;;;;;;;15388;52006;35892;29250;82764;55984;43734;106190;79044;43882;119250;101860;58498;114246;113720;30660;32732;26380;24054;75926;56180;36602;103054;56372;48848;88448;78266;60688;26780;98482;72450;50176;78136;;;;;;;;;
;;;;;;;;;;;;;;;;;;14518;54126;24646;29018;82192;67960;44614;112482;69580;43820;97722;94570;61312;110400;123844;30656;32734;26378;24054;75926;56178;36602;103054;56376;48848;88448;78270;60696;26776;98388;72450;50190;78132;;;;;;;;;
;;;;;;;;;;;;;;;;;;14518;54126;24644;29018;82186;67956;44614;112486;69578;43822;98194;94570;61318;110400;124082;30656;32734;26380;24056;75930;56178;36602;103052;56378;48848;88450;78270;60698;26776;98382;72450;50190;78132;;;;;;;;;
;;;;;;;;;;;;;;;;;;14518;54122;24644;29014;82184;67956;44614;112486;69578;43816;98196;94564;61320;110406;124080;30658;32734;26380;24058;75936;56178;36602;103052;56378;48848;88450;78280;60698;26788;98392;72460;50190;78132;;;;;;;;;
;;;;;;;;;;;;;;;;;;14518;54120;24646;29014;82184;67956;44614;112486;69578;43816;98196;94562;61312;110418;124078;30656;32732;26380;24058;75938;56178;36602;103052;56372;48840;88450;78274;60698;26788;98392;72462;50178;78144;;;;;;;;;
;;;;;;;;;;;;;;;;;;14518;54122;24646;29018;82186;67956;44608;112478;69572;43816;98196;94562;61312;110418;124068;30658;32730;26380;24058;75932;56174;36602;103052;56372;48840;88448;78270;60690;26788;98396;72450;50178;78148;;;;;;;;;
;;;;;;;;;;;;;;;;;;14604;48556;25554;29180;76096;65768;44096;89346;81326;43806;94310;97532;58570;92298;115258;30726;34056;27568;24450;93586;47398;36768;103474;67816;48646;59936;66260;60222;61260;49530;72544;70170;102076;;;;;;;;;
;;;;;;;;;;;;;;;;;;14604;48558;25552;29180;76100;65764;44102;89344;81322;43806;94320;97540;58572;92286;115266;30726;34054;27566;24450;93578;47396;36768;103468;67808;48646;59946;66506;60214;61250;49524;72544;70158;102064;;;;;;;;;
;;;;;;;;;;;;;;;;;;14604;48558;25552;29180;76096;65762;44102;89338;81324;43810;94316;97534;58564;92270;115268;30726;34054;27564;24450;93578;47396;36772;103460;67808;48646;59946;66456;60214;61238;49520;72554;70156;102056;;;;;;;;;
;;;;;;;;;;;;;;;;;;14604;48556;25552;29180;76090;65766;44102;89336;81324;43812;94306;97534;58564;92276;115268;30724;34054;27564;24450;93578;47392;36774;103464;67814;48646;59938;66410;60214;61236;49520;72556;70144;102070;;;;;;;;;
;;;;;;;;;;;;;;;;;;14602;48556;25552;29178;76086;65768;44096;89344;81324;43812;94300;97532;58564;92286;115258;30724;34056;27564;24450;93580;47390;36774;103472;67814;48644;59928;66410;60214;61244;49520;72556;70156;102062;;;;;;;;;
;;;;;;;;;;;;;;;;;;15274;49644;30776;29938;87000;61442;43922;96096;82170;43990;105882;104426;58682;108458;108516;30726;34056;27564;24452;93582;47390;36774;103482;67816;48646;59926;66402;60214;61256;49530;72544;70156;102062;;;;;;;;;
;;;;;;;;;;;;;;;;;;15274;49646;30776;29970;86998;61438;43940;96094;82174;44004;105874;104420;58706;108462;108564;30276;32514;27286;24172;59806;54518;36444;118774;51776;49096;57580;60940;60940;32474;81816;73136;67580;105340;;;;;;;;;
;;;;;;;;;;;;;;;;;;15272;49648;30772;29970;86998;61440;43938;96100;82176;44002;105868;104418;58714;108472;108600;30270;32516;27286;24180;59810;54518;36460;118780;51772;49112;57572;60940;60970;32486;81816;73136;67580;105342;;;;;;;;;
;;;;;;;;;;;;;;;;;;15272;49648;30772;29970;87000;61442;43936;96100;82176;44002;105868;104418;58714;108466;108610;30272;32512;27286;24180;59806;54514;36464;118788;51770;49112;57562;60940;60970;32490;81816;73136;67592;105342;;;;;;;;;
;;;;;;;;;;;;;;;;;;15272;49646;30772;29974;87004;61442;43934;96094;82176;44008;105878;104418;58708;108452;108612;30270;32512;27286;24180;59800;54512;36466;118782;51770;49112;57560;60940;60970;32478;81816;73124;67606;105342;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30272;32512;27286;24184;59788;54512;36466;118774;51770;49112;57570;60940;60978;32466;81816;73124;67606;105330;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30270;32514;27286;24182;59792;54510;36466;118764;51770;49112;57580;60940;60980;32466;81816;73124;67594;105316;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30684;35396;27232;24294;65442;55956;36802;99172;59636;48656;69456;63322;60174;40306;72876;72728;53388;98290;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30680;35396;27230;24290;65440;55954;36802;99160;59638;48656;68996;63324;60182;40294;72876;72748;53388;98290;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30680;35394;27228;24290;65440;55952;36802;99152;59632;48656;68996;63324;60184;40294;72866;72740;53388;98278;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30680;35390;27228;24290;65446;55952;36796;99160;59630;48656;69006;63330;60184;40294;72862;72786;53374;98286;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30680;35392;27228;24292;65448;55952;36796;99164;59630;48648;69466;63330;60184;40306;72872;72798;53374;98286;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30682;35392;27226;24294;65444;55956;36800;99174;59636;48650;69458;63330;60174;40306;72872;72810;53376;98290;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30574;31050;26528;24278;71414;54892;36448;120476;50548;48922;81312;71714;67484;62982;63698;73162;34666;85744;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30570;31048;26526;24278;71418;54892;36442;120482;50548;48918;81294;71708;67474;62994;63700;73162;34674;85740;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30568;31050;26526;24278;71414;54892;36442;120490;50548;48918;81292;71708;67464;62996;63690;73162;34658;85740;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30568;31052;26526;24274;71412;54896;36442;120482;50548;48918;81302;71686;67464;62996;63686;73162;34656;85752;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30566;31054;26526;24276;71408;54896;36442;120474;50548;48918;81302;71684;67472;62984;63688;73162;34656;85752;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30566;31052;26526;24278;71412;54894;36446;120466;50548;48924;81294;71684;67464;62982;63686;73162;34672;85756;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30808;28574;28064;24356;81814;52792;36700;98254;42592;48544;85354;57708;60196;35502;49918;73550;54218;63210;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30806;28574;28064;24358;81814;52786;36696;98252;42584;48544;85362;57708;60194;35498;49924;73550;54218;63212;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30806;28572;28062;24360;81816;52790;36694;98250;42568;48544;85362;57708;60194;35500;49924;73550;54220;63212;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30804;28574;28064;24358;81816;52786;36694;98248;42562;48544;85362;57708;60204;35500;49924;73560;54220;63200;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30804;28574;28064;24356;81816;52786;36698;98252;42562;48544;85354;57708;60204;35500;49924;73562;54220;63196;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30802;28572;28064;24356;81814;52784;36700;98258;42562;48544;85352;57716;60204;35500;49914;73550;54218;63194;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30428;36762;27528;24158;65668;54618;48760;101836;46694;48982;80594;77854;60700;33364;89804;73380;46662;88382;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30426;36760;27528;24158;65668;54618;48760;101838;46696;48982;80594;77856;60700;33364;89800;73380;46648;88366;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30426;36756;27530;24160;65668;54624;48760;101830;46696;48982;80594;77824;60700;33362;89800;73380;46648;88376;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30424;36754;27530;24162;65662;54620;48760;101822;46696;48988;80594;77788;60700;33416;89800;73390;46646;88376;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30422;36758;27528;24162;65662;54618;48764;101820;46696;48984;80594;77766;60692;33362;89810;73392;46660;88380;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30422;36762;27528;24158;65662;54618;48766;101828;46696;48982;80596;77758;60690;33418;89816;73392;46662;88368;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34680;30976;24348;80856;44048;36624;114310;50730;48612;123250;70218;60510;50888;68608;72678;63732;76644;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34680;30976;24348;80860;44044;36624;114302;50726;48612;123248;70214;60510;50886;68846;72666;63734;76200;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34682;30976;24348;80866;44040;36618;114304;50722;48612;123246;70214;60520;50892;68846;72666;63734;76208;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34684;30976;24348;80868;44038;36624;114306;50720;48612;123256;70214;60510;50894;68846;72666;63732;76208;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34682;30978;24348;80864;44038;36624;114316;50720;48612;123258;70224;60510;50894;68856;72666;63734;76208;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31008;34680;30978;24348;80858;44038;36624;114316;50726;48608;123258;70226;60510;50884;68860;72676;63734;76212;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30610;30502;27616;24218;70646;51552;36408;88840;64086;49084;90862;84432;60724;51716;62252;73062;43504;87770;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30610;30502;27614;24220;70640;51552;36408;88846;64086;49084;90854;84444;60724;51704;62250;73062;43502;87758;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30610;30506;27614;24218;70638;51552;36408;88854;64086;49084;90842;84444;60724;51692;62250;73050;43502;87754;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30610;30510;27618;24218;70638;51552;36404;88862;64086;49082;90842;84448;60724;51702;62250;73060;43516;87754;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30608;30508;27618;24218;70644;51552;36402;88858;64086;49084;90848;84438;60722;51714;62250;73062;43518;87754;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30608;30504;27618;24218;70644;51552;36402;88850;64086;49084;90858;84436;60724;51724;62250;73062;43518;87768;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30868;36328;28178;24262;62108;44020;36920;99748;52298;48580;63240;61378;60400;81046;51070;72302;54780;112578;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30864;36330;28176;24264;62114;44018;36920;99744;52298;48580;63248;61378;60398;81056;51068;72302;54792;112590;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30864;36330;28176;24264;62114;44018;36920;99736;52298;48580;63256;61378;60398;81058;51068;72302;54796;112592;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30864;36328;28176;24264;62118;44022;36916;99732;52298;48586;63256;61374;60398;81046;51068;72302;54786;112592;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30866;36324;28180;24264;62118;44022;36914;99734;52298;48582;63248;61374;60406;81032;51078;72302;54772;112594;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30866;36326;28180;24264;62118;44024;36914;99740;52304;48580;63238;61382;60408;81032;51082;72302;54768;112580;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31580;36324;27092;24168;72196;47772;36112;101498;50866;48958;95846;62882;60872;90164;82676;73088;86828;86178;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31580;36330;27094;24168;72190;47776;36104;101504;50860;48958;95848;62882;60862;90170;82610;73088;86826;86178;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31576;36330;27092;24168;72184;47778;36100;101498;50858;48956;95848;62886;60862;90174;82612;73088;86826;86178;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31576;36330;27090;24168;72182;47778;36104;101496;50864;48962;95842;62886;60862;90176;82608;73078;86824;86190;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31574;36326;27090;24168;72186;47774;36106;101490;50864;48964;95842;62878;60870;90176;82608;73076;86826;86194;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31568;36324;27090;24166;72192;47772;36106;101496;50866;48956;95842;62874;60872;90164;82608;73086;86826;86180;;;;;;;;;
